Graph_ID,Trial,Original_Delta_min,Weighted_Delta_min,Gap_Change_Percent,Optimal_Weighted_Cut,N,p1_approx_ratio,p1_expected_cut,p1_iterations,p2_approx_ratio,p2_expected_cut,p2_iterations,p3_approx_ratio,p3_expected_cut,p3_iterations,p4_approx_ratio,p4_expected_cut,p4_iterations,p5_approx_ratio,p5_expected_cut,p5_iterations,QAOA_Time_s,Weights
10,10,0.4662412252266481,0.0944351089961266,-79.74543993825942,14.423397841801108,12,0.6704298014191518,9.669875750868139,28,0.6272153622003129,9.046576701504494,43,0.6483854804973168,9.351921740060174,62,0.6268187326561079,9.040855955792612,77,0.716711069147357,10.337408887934954,98,5.108475208282471,"[0.1374500217332919, 0.2978063057706903, 1.6198405622090597, 0.43923485790323386, 1.340217604918562, 0.5525472839887804, 0.2889386462427558, 0.5620271628989627, 1.4723071705257524, 1.7258232894019427, 1.677417742677284, 0.8546487062750642, 1.3693617594842276, 0.4894701612900598, 0.6569806874959252, 1.8030380551901275, 0.12470365467039847, 0.26246620862348935]"
