Graph_ID,Trial,Original_Delta_min,Weighted_Delta_min,Gap_Change_Percent,Optimal_Weighted_Cut,N,p1_approx_ratio,p1_expected_cut,p1_iterations,p2_approx_ratio,p2_expected_cut,p2_iterations,QAOA_Time_s,Weights
18,1,0.3566568660281488,0.2390342554575859,-32.97920824585488,15.902734961974964,12,0.6370692834478237,10.131143967086043,41,0.6184245220146628,9.834641267585233,45,1.5120599269866943,"[0.8116262258099887, 1.9063571821788405, 1.4907884894416696, 1.2374511199743694, 0.3964354168406294, 0.39638958863878504, 0.21035886311957896, 1.7457346769723767, 1.2421185223120967, 1.4453378978124864, 0.13911053916202465, 1.942828719107789, 1.6816410175208012, 0.5034443102887247, 0.4454674376934912, 0.44846856872152424, 0.6780602616231216, 1.097037220101252]"
18,2,0.3566568660281488,0.263117322391194,-26.226760942146633,14.998718850471308,12,0.6730880809651159,10.09545888799904,29,0.6339925465001615,9.509075958250278,42,1.2890150547027588,"[0.9206955354200199, 0.6533353663762796, 1.262520499972521, 0.36503833523887946, 0.6550748322169144, 0.7960875022580142, 0.9665329700123683, 1.5918343266467259, 0.4793801861008835, 1.077045432985862, 1.2255876808378807, 0.18825578416799568, 1.2543352186127328, 0.4239958350058539, 0.22359802667203107, 1.9028825207813331, 1.9347008628416626, 1.635954961421276]"
6,1,0.3746627450759376,0.1814015962337389,-51.58269707414544,18.863072385039214,12,0.6147643941834594,11.596345267227374,29,0.6086080539151927,11.480217775120128,44,1.3101739883422852,"[0.7480260669954911, 0.3155996903571192, 1.8569178747292692, 1.7669447714238637, 0.5900890926587956, 1.35396968746494, 1.65272218038231, 1.1548815420389784, 1.1063360988764124, 0.5595193527108582, 0.2768952588312085, 1.8047099401113207, 1.8107943086103278, 1.3028927688192091, 0.7441566029925313, 0.7634981917640556, 1.4793157898534548, 1.8045094939098965]"
6,2,0.3746627450759376,0.4533632485967196,21.00569233400315,15.814992897504668,12,0.5732589764649015,9.066086641223214,30,0.6290860501127548,9.948991414452482,41,1.2385756969451904,"[1.7854642061037227, 1.5817635371294854, 1.3198601276931468, 0.2598659334905928, 0.40709455677976614, 1.8072529582014505, 1.2522152133532207, 0.11747439807159633, 0.292795931445461, 1.360653361305306, 0.10961700930781551, 0.4055352976932474, 1.1425941997965137, 1.414600875616117, 1.338726393054941, 0.5261116879750636, 1.453140520560318, 0.5507732662439201]"
