N,Graph_ID,Delta_min,s_at_min,Max_degeneracy,Optimal_cut,p1_expected_cut,p1_approx_ratio,p1_most_prob_cut,p1_most_prob_prob,p1_iterations,p1_time,p2_expected_cut,p2_approx_ratio,p2_most_prob_cut,p2_most_prob_prob,p2_iterations,p2_time,p3_expected_cut,p3_approx_ratio,p3_most_prob_cut,p3_most_prob_prob,p3_iterations,p3_time,p4_expected_cut,p4_approx_ratio,p4_most_prob_cut,p4_most_prob_prob,p4_iterations,p4_time,p5_expected_cut,p5_approx_ratio,p5_most_prob_cut,p5_most_prob_prob,p5_iterations,p5_time,p6_expected_cut,p6_approx_ratio,p6_most_prob_cut,p6_most_prob_prob,p6_iterations,p6_time,p7_expected_cut,p7_approx_ratio,p7_most_prob_cut,p7_most_prob_prob,p7_iterations,p7_time,p8_expected_cut,p8_approx_ratio,p8_most_prob_cut,p8_most_prob_prob,p8_iterations,p8_time,p9_expected_cut,p9_approx_ratio,p9_most_prob_cut,p9_most_prob_prob,p9_iterations,p9_time,p10_expected_cut,p10_approx_ratio,p10_most_prob_cut,p10_most_prob_prob,p10_iterations,p10_time
10,2,0.4342568692213602,0.5299993091463872,2,12,9.801699999999991,0.8168083333333326,12,0.0123,35,0.608151912689209,10.55479999999999,0.8795666666666658,12,0.0472,55,1.3700628280639648,10.627699999999997,0.8856416666666664,12,0.0574,63,1.7234258651733398,10.946399999999993,0.9121999999999995,12,0.0719,91,2.5957818031311035,10.543799999999996,0.8786499999999996,12,0.0616,80,2.2481889724731445,9.208500000000004,0.7673750000000004,12,0.0218,96,2.8837811946868896,10.70689999999999,0.8922416666666658,12,0.0478,153,11.36160683631897,10.894099999999995,0.9078416666666662,12,0.0671,131,16.595343828201294,10.863999999999994,0.9053333333333328,12,0.0697,242,24.514615058898926,11.066699999999996,0.9222249999999996,12,0.1493,195,22.402891874313354
10,6,0.6390350886655538,0.4408563782675782,2,13,10.123099999999994,0.7786999999999995,13,0.0206,33,0.5448172092437744,11.078000000000003,0.8521538461538464,13,0.0677,57,1.089986801147461,11.144600000000008,0.8572769230769237,13,0.0758,53,1.600823163986206,11.283499999999997,0.8679615384615382,13,0.0855,77,2.214249849319458,11.765299999999996,0.9050230769230766,13,0.1619,114,3.204955816268921,11.8104,0.9084923076923077,13,0.1649,122,3.555874824523926,11.919499999999996,0.9168846153846151,13,0.1872,284,18.253284215927124,11.919699999999999,0.9168999999999999,13,0.1872,99,15.129106760025024,12.035199999999996,0.9257846153846151,13,0.2015,143,19.022102117538452,12.081099999999998,0.9293153846153844,13,0.2211,145,22.123435974121094
10,1,0.6409361449113273,0.4353891689151392,2,13,9.81529999999999,0.7550230769230761,13,0.0195,34,0.5922942161560059,11.082999999999993,0.852538461538461,13,0.0827,44,1.0238220691680908,11.9051,0.915776923076923,13,0.1948,63,1.7507038116455078,12.3542,0.9503230769230769,13,0.2859,80,2.218006134033203,12.483799999999999,0.9602923076923076,13,0.2979,117,3.255760908126831,12.477799999999998,0.9598307692307692,13,0.3098,132,3.7869060039520264,12.5509,0.9654538461538462,13,0.3339,116,15.033881902694702,12.581,0.9677692307692307,13,0.3555,145,15.168067932128906,12.601899999999999,0.969376923076923,13,0.3703,155,22.22940707206726,12.644699999999998,0.9726692307692306,13,0.3727,150,23.985365867614746
10,3,0.8122699132801108,0.4138074436175518,2,13,9.9499,0.7653769230769231,13,0.0198,37,0.6118969917297363,10.819299999999995,0.8322538461538458,13,0.0735,65,1.591975212097168,10.94539999999999,0.8419538461538454,13,0.0672,56,1.6361751556396484,11.199599999999995,0.8615076923076919,13,0.1057,93,2.6180968284606934,11.231499999999995,0.8639615384615381,13,0.0895,117,3.2781572341918945,11.284,0.8680000000000001,13,0.1134,91,2.6987709999084473,11.498299999999997,0.8844846153846151,13,0.1668,256,18.28616976737976,11.554599999999995,0.8888153846153842,13,0.1383,131,16.23998999595642,11.554599999999995,0.8888153846153842,13,0.1383,118,18.88600206375122,11.80739999999999,0.9082615384615378,13,0.24,258,22.44653296470642
10,9,0.8477217952401084,0.4576198092679593,2,13,10.094900000000003,0.7765307692307695,13,0.0215,33,0.564831018447876,10.930500000000004,0.8408076923076926,13,0.0624,46,0.9105899333953857,11.375499999999999,0.8750384615384614,13,0.1017,65,1.7571372985839844,11.300499999999994,0.8692692307692303,13,0.0998,73,0.9224061965942383,11.0695,0.8514999999999999,13,0.0721,85,2.3146119117736816,11.0603,0.8507923076923076,13,0.071,233,6.738986015319824,11.554599999999992,0.888815384615384,13,0.1705,265,22.340805053710938,11.744100000000003,0.9033923076923079,13,0.2018,198,18.29801607131958,11.744100000000003,0.9033923076923079,13,0.2018,114,15.380121946334839,11.482099999999999,0.8832384615384614,13,0.1137,222,22.94362497329712
10,14,0.9821304951035978,0.3193848464590831,2,15,10.395899999999994,0.6930599999999996,15,0.0508,30,0.5121638774871826,12.1126,0.8075066666666667,15,0.1999,50,0.9979960918426514,12.342600000000004,0.8228400000000003,15,0.2117,55,1.6231658458709717,12.78649999999999,0.8524333333333326,15,0.2465,114,3.0598337650299072,13.085600000000001,0.8723733333333334,15,0.2901,154,4.359008073806763,13.501499999999986,0.900099999999999,15,0.3333,136,4.03748893737793,13.599400000000003,0.9066266666666668,15,0.3426,123,12.367022037506104,13.608599999999997,0.9072399999999998,15,0.3404,131,13.895161867141724,13.674099999999992,0.9116066666666661,15,0.3473,162,24.56004500389099,13.727999999999996,0.9151999999999998,15,0.3712,366,25.26040005683899
10,17,1.0185287566692258,0.3541472098082802,2,15,10.418500000000012,0.6945666666666674,15,0.0556,31,0.5350630283355713,11.884500000000003,0.7923000000000002,15,0.1861,53,0.8336660861968994,12.218900000000007,0.8145933333333338,15,0.2115,63,1.7812347412109375,12.524299999999993,0.8349533333333329,15,0.2384,75,2.160674810409546,13.73259999999999,0.915506666666666,15,0.3734,134,3.7247040271759033,13.429200000000009,0.8952800000000006,15,0.348,110,3.2466790676116943,13.531699999999999,0.9021133333333332,15,0.3462,233,16.287054777145386,13.937800000000003,0.9291866666666668,15,0.4097,500,28.664538860321045,13.9493,0.9299533333333333,15,0.4111,118,24.267877101898193,14.159400000000003,0.9439600000000002,15,0.4233,228,14.292963981628418
