N,Graph_ID,Delta_min,s_at_min,Max_degeneracy,Optimal_cut,p1_expected_cut,p1_approx_ratio,p1_most_prob_cut,p1_most_prob_prob,p1_iterations,p1_time,p2_expected_cut,p2_approx_ratio,p2_most_prob_cut,p2_most_prob_prob,p2_iterations,p2_time,p3_expected_cut,p3_approx_ratio,p3_most_prob_cut,p3_most_prob_prob,p3_iterations,p3_time,p4_expected_cut,p4_approx_ratio,p4_most_prob_cut,p4_most_prob_prob,p4_iterations,p4_time,p5_expected_cut,p5_approx_ratio,p5_most_prob_cut,p5_most_prob_prob,p5_iterations,p5_time,p6_expected_cut,p6_approx_ratio,p6_most_prob_cut,p6_most_prob_prob,p6_iterations,p6_time,p7_expected_cut,p7_approx_ratio,p7_most_prob_cut,p7_most_prob_prob,p7_iterations,p7_time,p8_expected_cut,p8_approx_ratio,p8_most_prob_cut,p8_most_prob_prob,p8_iterations,p8_time,p9_expected_cut,p9_approx_ratio,p9_most_prob_cut,p9_most_prob_prob,p9_iterations,p9_time,p10_expected_cut,p10_approx_ratio,p10_most_prob_cut,p10_most_prob_prob,p10_iterations,p10_time,p11_expected_cut,p11_approx_ratio,p11_most_prob_cut,p11_most_prob_prob,p11_iterations,p11_time,p12_expected_cut,p12_approx_ratio,p12_most_prob_cut,p12_most_prob_prob,p12_iterations,p12_time,p13_expected_cut,p13_approx_ratio,p13_most_prob_cut,p13_most_prob_prob,p13_iterations,p13_time,p14_expected_cut,p14_approx_ratio,p14_most_prob_cut,p14_most_prob_prob,p14_iterations,p14_time,p15_expected_cut,p15_approx_ratio,p15_most_prob_cut,p15_most_prob_prob,p15_iterations,p15_time,p16_expected_cut,p16_approx_ratio,p16_most_prob_cut,p16_most_prob_prob,p16_iterations,p16_time,p17_expected_cut,p17_approx_ratio,p17_most_prob_cut,p17_most_prob_prob,p17_iterations,p17_time,p18_expected_cut,p18_approx_ratio,p18_most_prob_cut,p18_most_prob_prob,p18_iterations,p18_time,p19_expected_cut,p19_approx_ratio,p19_most_prob_cut,p19_most_prob_prob,p19_iterations,p19_time,p20_expected_cut,p20_approx_ratio,p20_most_prob_cut,p20_most_prob_prob,p20_iterations,p20_time
10,2,0.4343492042766499,0.5276381909547738,2,12,9.840700000000007,0.8200583333333339,12,0.0133,30,0.47161293029785156,10.421899999999997,0.8684916666666664,12,0.0345,72,0.881889820098877,10.417099999999998,0.8680916666666665,12,0.0262,72,0.9232902526855469,10.203599999999996,0.8502999999999997,12,0.0233,90,1.1423089504241943,10.390199999999997,0.8658499999999997,12,0.0354,116,1.4938890933990479,10.550400000000002,0.8792000000000001,12,0.0664,136,1.7849617004394531,10.800599999999992,0.9000499999999994,12,0.0522,188,2.4884331226348877,9.139700000000001,0.7616416666666668,11,0.0227,144,2.040070056915283,11.160400000000001,0.9300333333333334,12,0.1228,211,2.819398880004883,9.816299999999996,0.8180249999999997,12,0.0921,294,4.118804931640625,10.796400000000002,0.8997000000000002,12,0.0659,230,3.217334032058716,8.571399999999995,0.7142833333333329,9,0.0191,191,2.824892044067383,8.380599999999992,0.6983833333333327,10,0.018,229,3.393231153488159,9.3779,0.7814916666666667,12,0.0472,269,4.032260894775391,8.507300000000008,0.7089416666666674,12,0.0134,234,3.5917649269104004,9.079299999999993,0.7566083333333328,12,0.0247,359,5.658699035644531,8.434099999999997,0.7028416666666665,11,0.0229,322,5.131418943405151,9.559299999999988,0.7966083333333324,11,0.0332,396,6.524060010910034,10.732999999999988,0.8944166666666656,12,0.0813,500,8.240512132644653,8.254599999999998,0.6878833333333332,9,0.0066,305,5.09378981590271
10,4,0.6202332177120828,0.5175879396984925,4,12,9.827500000000002,0.8189583333333336,12,0.0122,29,0.38156700134277344,10.487199999999996,0.873933333333333,12,0.0363,55,0.6907920837402344,10.53959999999999,0.8782999999999991,12,0.0335,66,0.8249011039733887,10.678599999999996,0.889883333333333,12,0.0582,77,0.9840340614318848,10.546300000000006,0.8788583333333339,12,0.0452,131,1.681441068649292,10.785899999999986,0.8988249999999988,12,0.07,127,1.6585569381713867,9.678599999999998,0.8065499999999998,11,0.0149,160,2.1733338832855225,10.668899999999997,0.8890749999999997,12,0.05,223,2.955775022506714,10.776699999999991,0.8980583333333326,12,0.0574,196,2.6432530879974365,8.338999999999999,0.6949166666666665,12,0.0295,147,2.108872890472412,10.905799999999992,0.908816666666666,12,0.0763,251,3.5588250160217285,8.1451,0.6787583333333332,11,0.0108,210,3.0975706577301025,11.066699999999994,0.9222249999999995,12,0.1132,404,5.853317975997925,9.536100000000005,0.7946750000000004,12,0.0292,283,4.386720180511475,9.46439999999998,0.7886999999999983,11,0.0349,263,4.014101982116699,11.254999999999995,0.9379166666666663,12,0.114,433,6.466041803359985,9.126899999999985,0.7605749999999988,12,0.0328,500,7.906566143035889,8.987199999999998,0.7489333333333331,11,0.0185,283,4.588881731033325,10.840399999999995,0.9033666666666663,12,0.0619,500,8.064042091369629,8.081699999999989,0.673474999999999,10,0.0091,367,6.082701921463013
10,6,0.6390695311371646,0.4422110552763819,2,13,10.08999999999999,0.7761538461538453,13,0.0196,34,0.4394550323486328,10.730699999999993,0.825438461538461,13,0.0442,64,0.7892799377441406,11.3459,0.8727615384615385,13,0.1063,91,1.115934133529663,11.554999999999989,0.888846153846153,13,0.1246,164,2.0326178073883057,11.588000000000003,0.8913846153846156,13,0.1639,109,1.3814878463745117,11.42259999999999,0.8786615384615377,13,0.1041,103,1.3619849681854248,8.626199999999994,0.6635538461538457,13,0.0175,136,1.8549880981445312,11.111200000000007,0.8547076923076928,13,0.0792,223,3.0033140182495117,11.890499999999998,0.9146538461538459,13,0.1889,201,2.714264154434204,11.571599999999997,0.8901230769230767,13,0.1316,290,3.9901092052459717,11.318099999999998,0.8706230769230767,13,0.1438,249,3.5355169773101807,9.8001,0.7538538461538462,12,0.0304,298,4.395573854446411,9.684499999999998,0.7449615384615383,13,0.0914,324,4.873416900634766,11.575299999999997,0.890407692307692,13,0.1322,347,5.15920877456665,11.54169999999999,0.8878230769230762,13,0.1279,442,6.647984743118286,9.7952,0.753476923076923,13,0.0663,371,5.885432958602905,11.920199999999994,0.916938461538461,13,0.1938,392,6.08430290222168,11.2392,0.8645538461538462,13,0.0877,500,7.927567005157471,11.594500000000005,0.8918846153846158,13,0.15,500,8.140971899032593,12.2461,0.9420076923076923,13,0.2703,500,8.045357704162598
10,1,0.6409976277655645,0.4371859296482412,2,13,9.8225,0.755576923076923,13,0.0173,35,0.4622480869293213,10.565099999999994,0.8126999999999995,12,0.0366,49,0.6202681064605713,10.497799999999986,0.8075230769230758,13,0.047,67,0.8505809307098389,9.96879999999999,0.7668307692307684,12,0.0739,75,0.9660699367523193,10.40449999999999,0.800346153846153,13,0.0386,124,1.6046321392059326,11.413899999999998,0.8779923076923075,13,0.1092,141,1.8262147903442383,11.720199999999995,0.9015538461538457,13,0.1542,172,2.2492828369140625,11.7678,0.9052153846153845,13,0.1518,148,1.986212968826294,12.5313,0.9639461538461538,13,0.3354,231,3.032701015472412,9.324799999999986,0.7172923076923066,13,0.0235,150,2.13653302192688,10.282499999999997,0.7909615384615383,13,0.072,216,3.096964120864868,9.63839999999999,0.7414153846153838,12,0.0266,262,3.840900182723999,12.124299999999995,0.9326384615384611,13,0.2436,496,7.299772024154663,9.220499999999983,0.7092692307692295,13,0.0323,259,3.9519670009613037,12.066499999999998,0.9281923076923075,13,0.2516,500,7.498594045639038,10.74549999999999,0.8265769230769222,12,0.0983,431,6.644957065582275,11.576499999999989,0.8904999999999992,13,0.1562,454,7.046872138977051,10.665499999999993,0.8204230769230764,13,0.144,383,6.15612268447876,11.3737,0.8749,13,0.1483,435,6.978953123092651,12.179800000000002,0.9369076923076924,13,0.3044,500,8.242455005645752
10,12,0.7264525195530149,0.5226130653266332,4,12,9.959600000000004,0.829966666666667,12,0.015,31,0.406048059463501,10.297200000000002,0.8581000000000002,12,0.0245,62,0.7736203670501709,10.962999999999989,0.9135833333333324,12,0.0682,80,0.9885561466217041,10.116199999999997,0.8430166666666664,12,0.0189,96,1.225196123123169,10.322099999999997,0.8601749999999998,12,0.0306,101,1.3122167587280273,10.832799999999988,0.9027333333333324,12,0.0521,121,1.5841450691223145,11.265699999999992,0.9388083333333327,12,0.0856,150,1.9391140937805176,11.217999999999998,0.9348333333333332,12,0.0981,144,1.9087131023406982,11.217599999999992,0.9347999999999993,12,0.0891,257,3.4625110626220703,10.766699999999993,0.8972249999999994,12,0.0522,262,3.7081730365753174,11.167999999999997,0.9306666666666664,12,0.0889,356,5.03036904335022,10.472099999999987,0.8726749999999989,12,0.0542,255,3.7189183235168457,9.894600000000002,0.8245500000000002,12,0.0213,348,5.277009963989258,9.373799999999997,0.7811499999999998,12,0.0365,256,3.888000965118408,11.035000000000005,0.9195833333333338,12,0.0875,330,4.938070058822632,8.291999999999994,0.6909999999999995,10,0.0168,234,3.681643009185791,11.318999999999996,0.9432499999999996,12,0.1555,500,7.731976270675659,8.626200000000003,0.7188500000000002,12,0.0248,329,5.3691630363464355,9.815900000000006,0.8179916666666672,12,0.0276,480,7.911734104156494,8.148499999999979,0.6790416666666649,9,0.0122,316,5.3566460609436035
10,18,0.7558653171060108,0.4522613065326633,4,13,10.397800000000005,0.7998307692307697,13,0.0225,29,0.3847029209136963,11.044500000000001,0.8495769230769231,13,0.0408,48,0.6113722324371338,9.403199999999995,0.7233230769230765,9,0.0211,84,1.0769789218902588,11.112899999999994,0.8548384615384611,13,0.0477,91,1.1598420143127441,11.291900000000004,0.8686076923076926,13,0.0521,135,1.7313578128814697,11.58859999999999,0.8914307692307685,13,0.0684,104,1.3329920768737793,12.211399999999994,0.9393384615384611,13,0.149,170,2.222311019897461,12.067499999999994,0.9282692307692303,13,0.1089,187,2.505189895629883,12.297899999999997,0.9459923076923075,13,0.1573,176,2.372775077819824,12.076099999999991,0.9289307692307686,13,0.1158,229,3.1792657375335693,12.179199999999993,0.9368615384615379,13,0.12,298,4.2056989669799805,11.831799999999992,0.9101384615384609,13,0.1009,300,4.308316946029663,9.707399999999993,0.7467230769230764,13,0.0255,261,3.9349207878112793,9.783999999999997,0.7526153846153844,13,0.0354,375,5.720234155654907,8.3627,0.6432846153846155,13,0.0197,197,3.048258066177368,11.7741,0.9057000000000001,13,0.1154,440,6.719259977340698,11.556,0.8889230769230768,13,0.0787,500,7.7611730098724365,11.748399999999995,0.9037230769230765,12,0.0831,500,7.8409788608551025,8.894600000000006,0.6842000000000005,12,0.0217,326,5.338612794876099,11.904200000000005,0.9157076923076927,13,0.0989,443,7.236882925033569
10,3,0.8123253869791638,0.4120603015075377,2,13,9.954099999999997,0.7656999999999997,13,0.0177,30,0.39078402519226074,10.601899999999992,0.8155307692307686,13,0.0451,47,0.5945239067077637,11.140699999999995,0.8569769230769227,13,0.1052,82,1.019639015197754,7.93229999999999,0.6101769230769223,11,0.018,67,0.8933091163635254,10.581900000000003,0.8139923076923079,13,0.0439,152,1.974578857421875,11.249599999999992,0.8653538461538456,13,0.1043,148,1.9058270454406738,11.191499999999998,0.8608846153846152,13,0.0987,147,1.9665861129760742,11.035999999999994,0.8489230769230764,13,0.0838,169,2.2735626697540283,11.780099999999997,0.9061615384615382,13,0.1963,283,3.8220460414886475,11.328799999999998,0.8714461538461536,13,0.1599,256,3.5898358821868896,9.585200000000007,0.7373230769230775,13,0.0624,203,2.9556431770324707,11.691299999999993,0.8993307692307687,13,0.1752,272,3.8835530281066895,10.083799999999995,0.7756769230769227,13,0.0593,361,5.411067247390747,9.596700000000011,0.7382076923076931,13,0.0488,296,4.5161521434783936,11.167700000000009,0.8590538461538468,13,0.0981,391,5.9368977546691895,11.975099999999996,0.9211615384615381,13,0.282,435,6.6650800704956055,9.766499999999994,0.7512692307692302,13,0.0503,383,6.096558094024658,12.2195,0.9399615384615385,13,0.3845,408,6.392296075820923,11.488399999999984,0.8837230769230757,13,0.189,443,7.1990721225738525,11.643600000000005,0.8956615384615388,13,0.1778,484,7.88861608505249
10,9,0.8477263128040704,0.457286432160804,2,13,10.118500000000003,0.778346153846154,13,0.0209,32,0.4190959930419922,10.590599999999984,0.8146615384615372,13,0.0398,60,0.7558689117431641,11.108699999999995,0.8545153846153842,13,0.0746,67,0.8485567569732666,9.442899999999991,0.7263769230769224,12,0.0236,94,1.234032154083252,11.128199999999989,0.8560153846153837,13,0.1181,143,1.8755419254302979,11.263499999999995,0.8664230769230765,13,0.0964,151,1.934084177017212,11.191199999999988,0.8608615384615376,13,0.1218,150,2.02213716506958,10.725100000000001,0.8250076923076924,13,0.0722,244,3.3423171043395996,11.716299999999993,0.9012538461538456,13,0.1797,213,2.91682505607605,11.917499999999999,0.9167307692307691,13,0.2057,297,4.144243955612183,11.780399999999995,0.906184615384615,13,0.196,288,4.211416244506836,12.057399999999996,0.9274923076923074,13,0.2932,335,4.825452089309692,11.943899999999996,0.9187615384615382,13,0.2463,379,5.5941081047058105,11.55199999999999,0.8886153846153839,13,0.1626,317,4.753321886062622,11.450299999999995,0.8807923076923073,13,0.1418,325,4.9518561363220215,8.584999999999987,0.6603846153846143,13,0.0497,313,4.929344892501831,8.668899999999995,0.6668384615384612,10,0.0134,315,5.056172132492065,12.537499999999996,0.9644230769230766,13,0.4118,431,6.743711948394775,12.127600000000005,0.932892307692308,13,0.3201,500,8.093053102493286,8.757299999999995,0.6736384615384612,11,0.0169,410,6.8631391525268555
10,10,0.8958884436662293,0.592964824120603,6,12,10.088700000000001,0.8407250000000001,12,0.0166,29,0.39039015769958496,10.404599999999997,0.8670499999999998,12,0.0238,53,0.6767077445983887,8.641800000000005,0.7201500000000004,12,0.0063,62,0.8221921920776367,10.533599999999995,0.8777999999999996,12,0.0202,78,1.0087900161743164,11.180199999999994,0.9316833333333329,12,0.096,116,1.4987809658050537,10.99319999999999,0.9160999999999991,12,0.0615,112,1.4822759628295898,11.233199999999997,0.9360999999999997,12,0.0642,153,2.007552146911621,10.822600000000005,0.9018833333333337,12,0.0348,166,2.238326072692871,10.85559999999999,0.9046333333333325,12,0.0522,190,2.615737199783325,10.903099999999993,0.9085916666666661,12,0.0503,250,3.492851972579956,8.71289999999999,0.7260749999999992,12,0.0196,249,3.689965009689331,8.468900000000001,0.7057416666666668,12,0.0112,175,2.610197067260742,8.693499999999997,0.7244583333333331,11,0.0165,292,4.421753883361816,11.491299999999994,0.9576083333333328,12,0.1036,325,4.753758907318115,8.378700000000004,0.6982250000000003,9,0.0314,244,3.775024890899658,11.479999999999997,0.9566666666666664,12,0.1128,451,6.989432096481323,8.785599999999992,0.7321333333333326,11,0.0169,321,5.166822195053101,8.819199999999991,0.7349333333333327,11,0.0181,336,5.512301683425903,9.578700000000007,0.7982250000000005,12,0.0566,387,6.373521089553833,8.741199999999992,0.7284333333333327,11,0.012,336,5.648101091384888
10,7,0.9679651052139464,0.4020100502512563,4,13,10.096400000000006,0.7766461538461543,13,0.0211,37,0.48048996925354004,10.758599999999994,0.8275846153846149,13,0.0357,59,0.7412669658660889,11.040699999999996,0.8492846153846151,13,0.0479,66,0.8399178981781006,11.182900000000004,0.8602230769230772,13,0.0578,89,1.133742094039917,11.314300000000006,0.8703307692307697,13,0.0676,143,1.8576698303222656,11.583899999999995,0.8910692307692304,13,0.0833,135,1.7793142795562744,11.646700000000001,0.8959,13,0.0913,162,2.144534111022949,11.371699999999988,0.874746153846153,13,0.0689,187,2.537642002105713,12.389699999999998,0.953053846153846,13,0.1699,223,3.0176680088043213,12.400099999999991,0.9538538461538455,13,0.1477,259,3.5628821849823,12.282699999999997,0.9448230769230767,13,0.1556,375,5.236191987991333,10.262200000000007,0.7894000000000005,13,0.0705,279,4.160553932189941,11.844599999999993,0.9111230769230764,13,0.1043,311,4.608105182647705,12.421699999999998,0.9555153846153844,13,0.184,326,4.773530960083008,9.925399999999993,0.7634923076923071,13,0.0295,323,4.99169397354126,8.804299999999996,0.6772538461538459,11,0.0192,280,4.395510196685791,10.5906,0.8146615384615384,12,0.048,392,6.193051815032959,11.958899999999993,0.919915384615384,13,0.1418,375,5.855353116989136,11.993999999999994,0.9226153846153842,13,0.1282,500,8.036500930786133,12.348199999999993,0.949861538461538,13,0.1614,413,6.629094123840332
