Graph_ID,Original_Delta_min,Trial,Weights,Weighted_Delta_min,s_at_min,Gap_Change_Percent,Num_Evals,Weight_Attempts,Trial_Time_s
45,0.4307376733331818,1,"[np.float64(0.8375228597923916), np.float64(1.322247615040471), np.float64(0.9706804919338815), np.float64(1.1366718997002763), np.float64(1.8887831366753978), np.float64(0.833595011821471), np.float64(1.926262071265437), np.float64(1.820166219716521), np.float64(0.4720031560996632), np.float64(0.23178647166281435), np.float64(0.29147820261711066), np.float64(0.13462146873794448), np.float64(0.27944162543626394), np.float64(1.3977128694910779), np.float64(0.2352584320744351), np.float64(0.7060536975581464), np.float64(1.7052630908419637), np.float64(0.14421667789806916)]",0.17466642601029925,0.9127268459252184,-59.44946615449811,12,1,0.30440187454223633
45,0.4307376733331818,2,"[np.float64(1.647490116918978), np.float64(0.6355240720694598), np.float64(0.32451317248114686), np.float64(1.4238006141918862), np.float64(1.2949914088817795), np.float64(1.7671968257014006), np.float64(1.4966349832273829), np.float64(1.6266137677312122), np.float64(0.6358656878854823), np.float64(0.43713513318147335), np.float64(1.5261680281176309), np.float64(1.6329860046078015), np.float64(1.9819597698012792), np.float64(0.8839735861317103), np.float64(0.806834363006288), np.float64(1.5751846254097939), np.float64(0.7475267264807339), np.float64(1.868438918646773)]",0.03357748388806492,0.708964387360269,-92.20465588063567,11,1,0.5213959217071533
45,0.4307376733331818,3,"[np.float64(1.7309842285017223), np.float64(0.9150886520125349), np.float64(1.526655028803845), np.float64(1.5336314607608963), np.float64(0.29593535078827193), np.float64(1.8148505226911766), np.float64(1.0599795076509286), np.float64(1.670269185604709), np.float64(0.7080942419581623), np.float64(1.8014941341427808), np.float64(0.8394831895949099), np.float64(0.12059153781256689), np.float64(1.8202257551966008), np.float64(0.2734446858936538), np.float64(0.7066959114217882), np.float64(1.9051177373965293), np.float64(1.9061535791813564), np.float64(1.1895319874342436)]",0.5307563958148531,0.4056927928667298,23.22033308758331,9,1,0.13827919960021973
45,0.4307376733331818,4,"[np.float64(1.3004907031226185), np.float64(0.9520464917588075), np.float64(0.6571004662263226), np.float64(0.7244626362028403), np.float64(1.377785066546373), np.float64(1.529511605931592), np.float64(1.6040001830791122), np.float64(1.6002744713096524), np.float64(0.2732915957925117), np.float64(1.0393985789349047), np.float64(0.20936164403162413), np.float64(1.1441048764150974), np.float64(0.9389079526094163), np.float64(1.7866379472407694), np.float64(0.7667385238489495), np.float64(0.32242733121245115), np.float64(0.3716841959003881), np.float64(1.546870200263197)]",0.2659372761287866,0.8760202254384472,-38.26003793193165,10,1,0.2039170265197754
45,0.4307376733331818,5,"[np.float64(1.274614320300896), np.float64(0.29213308463330145), np.float64(0.2598029316184951), np.float64(1.431841349772328), np.float64(0.2382497120919677), np.float64(1.6615341126516767), np.float64(1.4418602315973428), np.float64(0.25456268321960956), np.float64(0.2611916567618646), np.float64(1.9746151991522334), np.float64(0.8111145119366285), np.float64(0.8042200794270927), np.float64(1.6443191777892547), np.float64(1.8997722970293314), np.float64(1.9734020212634547), np.float64(1.531418551991989), np.float64(0.8148932125087399), np.float64(0.25865136172747066)]",0.4943250810345443,0.4332333434968337,14.762443974148676,10,1,0.17225885391235352
45,0.4307376733331818,6,"[np.float64(1.5765791402621299), np.float64(1.1609680744980295), np.float64(0.9060218175692549), np.float64(1.8220733316799982), np.float64(0.31127521638168754), np.float64(1.0359876981526324), np.float64(0.12157192505809623), np.float64(0.9904552197888399), np.float64(0.20697622379549097), np.float64(0.32575404090933663), np.float64(0.32329986887649925), np.float64(1.3334995740205207), np.float64(1.5174852706043043), np.float64(1.2084006536846033), np.float64(1.9281278421016295), np.float64(0.8122541010950377), np.float64(0.6428529639355354), np.float64(1.7503383435599744)]",0.24369605295164654,0.5456455772034012,-43.42355729744955,11,1,0.18317794799804688
45,0.4307376733331818,7,"[np.float64(0.52483209318696), np.float64(1.9301228249371614), np.float64(0.12309350191065105), np.float64(1.9427697707445142), np.float64(0.1820038327060946), np.float64(1.793171916026335), np.float64(1.1026321072639698), np.float64(1.9866331126266705), np.float64(0.24021347299725784), np.float64(1.1523231403625094), np.float64(1.941674817676288), np.float64(1.0938859039232827), np.float64(1.2958574124569988), np.float64(1.4219225090707726), np.float64(0.963628023058769), np.float64(1.2923603521597204), np.float64(1.2101971926538904), np.float64(1.812200219932879)]",0.39446815436881266,0.6993296490784839,-8.420326618682862,11,1,0.2158195972442627
45,0.4307376733331818,8,"[np.float64(0.18634812264876996), np.float64(0.6338300602252376), np.float64(1.9057818197454615), np.float64(1.7915011893927408), np.float64(0.9657478302928545), np.float64(1.2782519358229198), np.float64(0.6270242476641521), np.float64(0.45743020347514646), np.float64(0.981026969385966), np.float64(0.7713692332495004), np.float64(1.2089466125166568), np.float64(0.2476958102334712), np.float64(1.9513501345657163), np.float64(1.9738004145112453), np.float64(1.4265072566375157), np.float64(1.1185830960538288), np.float64(0.6881024709440227), np.float64(1.6462105374432023)]",0.2652239217664505,0.49349209044813463,-38.42565018423732,11,1,0.19830608367919922
45,0.4307376733331818,9,"[np.float64(1.4009892278523706), np.float64(0.40897218475529346), np.float64(1.8307616505383006), np.float64(1.662820761554021), np.float64(1.9046198352546555), np.float64(1.478867065937884), np.float64(1.2654888722780007), np.float64(0.8946617689521759), np.float64(1.872184118372625), np.float64(1.7455213900507758), np.float64(0.18591547320175988), np.float64(0.15009725154477882), np.float64(0.8152803970682942), np.float64(1.6400513284854825), np.float64(1.9758246456983943), np.float64(0.38579209309670354), np.float64(1.2288483591690567), np.float64(0.8236926275989408)]",0.6277865329067609,0.37819227110809017,45.74683659517262,9,1,0.15206503868103027
45,0.4307376733331818,10,"[np.float64(1.942837355847746), np.float64(1.7000259539578464), np.float64(1.6928245389511618), np.float64(0.9905170036104435), np.float64(0.8881570544415638), np.float64(0.6194734366683419), np.float64(0.2071134436367615), np.float64(1.7429725148846011), np.float64(1.6445119173471474), np.float64(1.9994635792436481), np.float64(1.99360999044042), np.float64(1.155320240644992), np.float64(1.56107608884297), np.float64(1.895054886776613), np.float64(1.7143300422870817), np.float64(0.5699613933120755), np.float64(0.9560338570891777), np.float64(0.3454028887878405)]",0.0552094760982591,0.8163862489007586,-87.18257549402841,11,1,0.508721113204956
14,0.4352161265331302,1,"[np.float64(1.9126969517915724), np.float64(1.251731805456672), np.float64(0.5344213304565791), np.float64(1.3762313003711277), np.float64(1.274443656870002), np.float64(0.7805091642623969), np.float64(0.3157594251792951), np.float64(1.3759890716263192), np.float64(1.0885846317172072), np.float64(1.5674049442977147), np.float64(1.0883106521127874), np.float64(1.7191448506052263), np.float64(1.1486229936715224), np.float64(1.165782145917234), np.float64(1.7656418450508555), np.float64(0.8666174458035544), np.float64(0.35462893405621737), np.float64(0.15468708499534406)]",0.17988602162788858,0.7551191998674653,-58.66742736285187,11,1,0.328732967376709
14,0.4352161265331302,2,"[np.float64(1.534760785779876), np.float64(1.2785881475715828), np.float64(1.4377515593885246), np.float64(0.5046319068669304), np.float64(0.35910580361486255), np.float64(0.12763486476897568), np.float64(0.7661163617325343), np.float64(1.2208436050238027), np.float64(0.8452636856894914), np.float64(0.9312023518450852), np.float64(1.8179015195381218), np.float64(0.7616853873442706), np.float64(1.0765800294036405), np.float64(1.5889407242081717), np.float64(0.8534312864104133), np.float64(1.2819647304329596), np.float64(1.7384910466188157), np.float64(1.9040891849495198)]",0.45556655692751313,0.4944557416066437,4.675936656229075,10,1,0.17755532264709473
14,0.4352161265331302,3,"[np.float64(0.37943961376517205), np.float64(1.8605164878068392), np.float64(1.0350209568511226), np.float64(0.5906643377680209), np.float64(0.9723579368526964), np.float64(1.9620618930424063), np.float64(1.0359743785864521), np.float64(0.7246280595462655), np.float64(1.3034616232017788), np.float64(0.5562766756785669), np.float64(0.24414032340646144), np.float64(0.3448714716302335), np.float64(0.34328709401976765), np.float64(0.38861511767335927), np.float64(0.36377162803387925), np.float64(1.3176620151261076), np.float64(0.44557216035837516), np.float64(0.7567678383153401)]",0.12342416557335412,0.9019871074368785,-71.64071870301923,10,1,0.31050801277160645
14,0.4352161265331302,4,"[np.float64(1.8038979788214224), np.float64(1.0005271164994574), np.float64(1.3683597031899515), np.float64(0.42740775528309666), np.float64(0.46534913573647446), np.float64(0.17765037090630983), np.float64(0.42097661983711265), np.float64(0.6293216441607213), np.float64(0.43631992012581894), np.float64(0.2685348141384057), np.float64(0.32920815509114154), np.float64(0.9754796592621789), np.float64(0.49203406497100577), np.float64(0.7921127359913434), np.float64(1.056492814624228), np.float64(1.411750174395794), np.float64(0.17469306569808798), np.float64(1.618879757927181)]",0.11341423692551089,0.685972492663122,-73.94070899234535,14,1,0.33518314361572266
14,0.4352161265331302,5,"[np.float64(1.2930107400327246), np.float64(0.25534216070285665), np.float64(1.7597993858028766), np.float64(1.8496575610104449), np.float64(0.21604812372424112), np.float64(0.6260675314796871), np.float64(1.6317824316068166), np.float64(1.521693411728951), np.float64(0.4505899367771169), np.float64(0.4977637143397496), np.float64(0.8038969953036258), np.float64(1.0205936718629405), np.float64(1.2746840659075622), np.float64(0.8009359151825676), np.float64(0.9788159606529809), np.float64(1.5201947824541373), np.float64(0.169698085492136), np.float64(0.5796301942536394)]",0.603173458120204,0.4367438239395666,38.591706820470556,9,1,0.15837907791137695
14,0.4352161265331302,6,"[np.float64(1.4553642131806497), np.float64(1.8008929916056786), np.float64(1.0721871400197656), np.float64(1.1110156220040996), np.float64(0.3036268215455745), np.float64(0.9500834969645637), np.float64(1.111972806264544), np.float64(0.5606939569059863), np.float64(0.6115621388038238), np.float64(0.816839909898783), np.float64(0.13813527577768012), np.float64(0.7119504146080388), np.float64(0.5017512132934349), np.float64(0.7222449691380378), np.float64(0.3275480504565773), np.float64(1.7920018334058003), np.float64(1.2278256617526924), np.float64(1.3902944063745302)]",0.4271759003979616,0.5585939836962124,-1.84740997518081,11,1,0.22467517852783203
14,0.4352161265331302,7,"[np.float64(1.5994253533539426), np.float64(1.0470401779652088), np.float64(0.265148547366105), np.float64(1.1205024294552408), np.float64(1.2149981242396704), np.float64(1.516335000950227), np.float64(0.9201531378363909), np.float64(0.34240257531157114), np.float64(0.6391742210175765), np.float64(0.7898563631574067), np.float64(1.3272427585300424), np.float64(1.1844787788709326), np.float64(0.7765837792059078), np.float64(1.9743789727066614), np.float64(1.2509721567780856), np.float64(0.5507309042983894), np.float64(0.2933866979787671), np.float64(0.39043236445023083)]",0.5651303412054967,0.47376386827783645,29.850505703280035,12,1,0.23640108108520508
14,0.4352161265331302,8,"[np.float64(0.5673196839305654), np.float64(0.40529460919315574), np.float64(0.45447734569748094), np.float64(0.6416808205183094), np.float64(0.42940983106003416), np.float64(1.8038543067902078), np.float64(0.2524441167571202), np.float64(1.0965716401834837), np.float64(0.8797539712803568), np.float64(1.966519372126352), np.float64(0.31287391411929943), np.float64(0.855925638186909), np.float64(1.9419938232232008), np.float64(1.7444635391985623), np.float64(1.6524369348036319), np.float64(0.5900153713853856), np.float64(0.42468641604112506), np.float64(1.3704221178564189)]",0.02944099069123496,0.9780076242429407,-93.23531714558519,15,1,0.48181986808776855
14,0.4352161265331302,9,"[np.float64(1.865814379342413), np.float64(1.1578494967264665), np.float64(1.1860641099928098), np.float64(0.6319602779545399), np.float64(1.5620365730646801), np.float64(0.4553831222592944), np.float64(0.7149905491680629), np.float64(0.9083292333711919), np.float64(1.0644597195004646), np.float64(0.5605784915886525), np.float64(0.3181899670044867), np.float64(1.2601780806391019), np.float64(0.648398051156486), np.float64(1.2043526207029633), np.float64(0.3932891590209844), np.float64(1.0141661935241533), np.float64(1.1119199218480131), np.float64(0.1984647199626111)]",0.20233924994604813,0.8725951405431123,-53.50832894041546,11,1,0.2655620574951172
14,0.4352161265331302,10,"[np.float64(0.7395481285684491), np.float64(0.35538788618405104), np.float64(0.2204124438982587), np.float64(1.980924441540896), np.float64(0.7124723054519736), np.float64(1.6387614471238061), np.float64(0.5838172440511513), np.float64(1.3948551722254656), np.float64(1.5444329337904044), np.float64(1.231713607154904), np.float64(0.9959947582453008), np.float64(0.8824977368798101), np.float64(0.762849706431691), np.float64(1.866105374070869), np.float64(1.6781768747966852), np.float64(1.933551130266374), np.float64(0.336164724622535), np.float64(1.4886482028869241)]",0.32322905033031546,0.9741241580673794,-25.73137100752398,12,1,0.3270070552825928
10,0.4662412252266481,1,"[np.float64(1.882846867959972), np.float64(0.44434282571475425), np.float64(0.22634290799687723), np.float64(1.508129233651112), np.float64(1.1914989150418325), np.float64(1.6994746758407169), np.float64(0.36556751558995004), np.float64(1.6110078925337914), np.float64(0.4830919080907146), np.float64(0.4109462914448386), np.float64(0.41210501606888655), np.float64(1.6476919684396258), np.float64(1.3638747193227803), np.float64(1.0938243070613267), np.float64(0.7817779198346547), np.float64(1.7666810275449056), np.float64(0.8456457041030072), np.float64(1.6515389349959964)]",0.53590072605272,0.42761123898259656,14.940656693798182,9,1,0.12436676025390625
10,0.4662412252266481,2,"[np.float64(0.9343563262834149), np.float64(0.8161944159073243), np.float64(0.9790915927722522), np.float64(0.67261796091187), np.float64(1.520457822334877), np.float64(1.0551687411757102), np.float64(0.5412041207789529), np.float64(1.80919168922168), np.float64(0.8293933206091016), np.float64(1.1327504361165783), np.float64(1.822297010832639), np.float64(1.2860521922365848), np.float64(0.32210627734589176), np.float64(1.8856810348656026), np.float64(1.292645300835694), np.float64(0.7363206678484636), np.float64(0.36461693806043577), np.float64(1.6086478596135623)]",0.09832238715471142,0.9899352151778751,-78.91169166627958,20,1,0.3135039806365967
10,0.4662412252266481,3,"[np.float64(1.2781382362641756), np.float64(1.1135760747550107), np.float64(1.7983959077968195), np.float64(1.5983347013266083), np.float64(0.3881822714922272), np.float64(0.6922719288115416), np.float64(0.5721293656474848), np.float64(1.513497955888086), np.float64(0.16371162599798084), np.float64(1.1827904012555013), np.float64(1.548671502907312), np.float64(1.7658547098473238), np.float64(0.7499553225602241), np.float64(1.6603888788768244), np.float64(0.31020030021489375), np.float64(1.7082593542955844), np.float64(0.3422284584307666), np.float64(0.8548458520646978)]",0.724045775737137,0.42414903328495956,55.29424181338008,12,1,0.2302241325378418
10,0.4662412252266481,4,"[np.float64(1.6148611949811518), np.float64(0.3848431119626702), np.float64(0.5355776509420188), np.float64(1.472279879946826), np.float64(1.4680694194375412), np.float64(1.3181805024820648), np.float64(1.41850204448749), np.float64(1.1311764423604327), np.float64(0.5784182119232102), np.float64(0.7568223876574469), np.float64(0.44503566192270877), np.float64(1.8260560665338939), np.float64(1.2084444100556289), np.float64(0.8616176918509157), np.float64(0.977811026923852), np.float64(1.899838345262449), np.float64(0.3913676659205524), np.float64(1.2138366808319148)]",0.5474776774439007,0.4200878926089914,17.42369567979797,11,1,0.1388719081878662
10,0.4662412252266481,5,"[np.float64(1.0611884898804853), np.float64(1.2617630473258308), np.float64(0.13440934925959697), np.float64(1.7570354269938877), np.float64(1.8710247367188635), np.float64(1.173753048819497), np.float64(1.4236365653660952), np.float64(1.8527488242368617), np.float64(1.4437534051954573), np.float64(0.3898241815370965), np.float64(1.194947884316945), np.float64(1.2527585881274261), np.float64(0.9058482754745334), np.float64(1.4992440476869733), np.float64(1.875297328061128), np.float64(1.858580174522875), np.float64(0.9565948056678509), np.float64(0.315152287097435)]",0.46651990353259265,0.4057188670145633,0.059771270935780864,10,1,0.13691091537475586
